YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,condition,updated
2000,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,043,"25 July, 2020"
2001,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,043,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,043,"25 July, 2020"
2003,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,043,"25 July, 2020"
2004,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,043,"25 July, 2020"
2005,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.0,043,"25 July, 2020"
2006,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,043,"25 July, 2020"
2007,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.4,043,"25 July, 2020"
2008,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,043,"25 July, 2020"
2009,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,043,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,043,"25 July, 2020"
2011,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,043,"25 July, 2020"
2012,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,043,"25 July, 2020"
2013,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,043,"25 July, 2020"
2014,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,043,"25 July, 2020"
2015,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.5,0.4,0.3,043,"25 July, 2020"
2016,0.4,0.5,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,043,"25 July, 2020"
2017,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,043,"25 July, 2020"
2018,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,043,"25 July, 2020"
2019,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,043,"25 July, 2020"
2020,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,043,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1993,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,044,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,044,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,044,"25 July, 2020"
1991,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,023,"25 July, 2020"
1992,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,023,"25 July, 2020"
1993,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,023,"25 July, 2020"
1994,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,023,"25 July, 2020"
1995,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,023,"25 July, 2020"
1996,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,023,"25 July, 2020"
1997,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,023,"25 July, 2020"
1999,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,023,"25 July, 2020"
2000,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.1,023,"25 July, 2020"
2001,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,023,"25 July, 2020"
2002,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.2,0.1,0.0,0.0,0.0,023,"25 July, 2020"
2003,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,023,"25 July, 2020"
2004,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,023,"25 July, 2020"
2005,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,023,"25 July, 2020"
2006,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,023,"25 July, 2020"
2007,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,023,"25 July, 2020"
2008,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,023,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,023,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,023,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1995,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2004,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2006,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2009,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2010,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2011,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2012,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,080,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2014,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,080,"25 July, 2020"
2016,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2018,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
2019,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,080,"25 July, 2020"
2020,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,080,"25 July, 2020"
1991,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,024,"25 July, 2020"
1992,0.3,0.3,0.3,0.1,0.1,0.2,0.3,0.4,0.4,0.6,0.8,0.7,024,"25 July, 2020"
1993,1.2,0.7,0.7,0.7,0.7,1.0,1.6,2.6,3.2,4.2,4.7,4.3,024,"25 July, 2020"
1994,3.2,2.4,2.1,1.8,2.1,1.6,2.1,3.0,3.2,3.0,3.1,3.0,024,"25 July, 2020"
1995,2.4,2.0,1.7,1.2,1.9,1.6,1.7,2.2,2.0,2.3,2.3,1.9,024,"25 July, 2020"
1996,1.7,1.4,1.2,1.1,1.2,1.3,1.3,1.8,2.4,3.8,3.9,4.0,024,"25 July, 2020"
1997,4.4,3.6,2.8,2.4,2.7,3.1,4.4,5.0,5.9,8.0,8.6,7.9,024,"25 July, 2020"
1998,5.4,3.9,2.9,2.1,1.9,1.8,1.9,1.9,2.0,2.6,1.9,2.0,024,"25 July, 2020"
1999,1.6,1.4,1.4,1.0,1.4,1.6,2.1,2.2,2.1,2.7,3.1,2.4,024,"25 July, 2020"
2000,2.2,1.6,1.3,1.3,1.8,2.7,3.4,3.8,3.6,3.2,3.5,3.0,024,"25 July, 2020"
2001,2.8,2.4,2.2,2.3,3.1,3.3,4.3,6.3,5.0,6.7,6.0,5.0,024,"25 July, 2020"
2002,4.0,3.0,2.2,2.0,2.3,1.7,1.9,2.0,2.0,2.4,2.7,2.3,024,"25 July, 2020"
2003,2.0,1.2,1.4,1.1,1.6,1.6,2.4,2.6,2.7,2.9,3.4,3.0,024,"25 July, 2020"
2004,2.2,1.8,1.5,1.7,2.0,2.5,3.0,4.8,7.4,6.4,5.8,4.7,024,"25 July, 2020"
2005,3.7,3.7,3.7,3.5,4.3,4.8,5.9,6.3,5.5,5.5,4.7,3.6,024,"25 July, 2020"
2006,3.3,2.9,3.9,2.8,4.1,4.9,6.5,6.9,6.3,2.8,1.9,1.3,024,"25 July, 2020"
2007,1.5,1.6,1.5,1.5,2.0,2.1,2.5,2.3,1.9,2.6,2.1,1.6,024,"25 July, 2020"
2008,2.3,2.0,2.2,2.6,3.2,3.4,4.6,5.1,6.9,10.0,11.4,13.6,024,"25 July, 2020"
2009,13.6,12.1,14.2,11.7,13.2,11.0,9.8,10.4,10.3,10.9,11.6,10.6,024,"25 July, 2020"
2010,10.4,8.2,7.2,6.6,8.7,9.2,10.8,13.6,17.3,22.0,24.1,20.2,024,"25 July, 2020"
2011,18.7,15.1,14.1,11.0,13.0,12.0,12.3,15.0,15.8,14.9,16.5,15.1,024,"25 July, 2020"
2012,13.4,10.3,8.0,7.1,9.0,7.6,8.1,8.4,7.7,9.0,9.7,7.7,024,"25 July, 2020"
2013,6.8,5.0,3.9,3.7,4.0,3.3,4.2,4.4,4.3,5.3,4.6,4.0,024,"25 July, 2020"
2014,3.9,3.1,3.0,2.7,3.2,3.2,3.7,4.4,5.2,6.2,6.1,5.9,024,"25 July, 2020"
2015,6.2,5.2,5.7,5.0,5.9,6.7,7.0,8.6,8.2,10.7,13.7,11.9,024,"25 July, 2020"
2016,9.6,8.0,6.8,5.5,5.5,5.0,5.2,6.6,7.9,7.9,8.4,6.8,024,"25 July, 2020"
2017,5.5,4.1,4.3,3.4,4.2,3.9,4.3,4.5,4.0,4.1,4.1,3.3,024,"25 July, 2020"
2018,3.5,3.3,3.1,3.0,3.1,2.8,2.9,4.7,4.8,5.7,7.3,6.1,024,"25 July, 2020"
2019,5.3,3.3,3.7,3.2,3.9,3.4,3.8,4.2,4.1,4.1,4.7,4.3,024,"25 July, 2020"
2020,3.5,3.0,2.7,1.5,0.8,0.8,0.3,0.0,0.0,0.0,0.0,0.0,024,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,"25 July, 2020"
2001,0.3,0.3,0.4,0.6,0.7,1.0,1.1,1.4,1.1,0.9,0.7,0.7,065,"25 July, 2020"
2002,0.5,0.5,0.6,0.6,1.0,1.5,1.5,1.7,1.5,1.0,1.1,0.8,065,"25 July, 2020"
2003,0.4,0.3,0.9,0.7,0.9,1.3,1.3,1.6,1.2,1.0,0.9,0.7,065,"25 July, 2020"
2004,0.4,0.5,0.7,0.7,1.0,1.4,1.6,1.7,1.5,0.8,0.8,0.7,065,"25 July, 2020"
2005,0.4,0.4,0.5,0.5,0.7,1.0,1.1,1.1,0.9,0.5,0.5,0.6,065,"25 July, 2020"
2006,0.4,0.3,0.4,0.4,0.7,0.8,0.9,1.0,0.7,0.5,0.5,0.4,065,"25 July, 2020"
2007,0.3,0.3,0.3,0.5,0.5,0.8,1.1,1.0,0.8,0.6,0.5,0.4,065,"25 July, 2020"
2008,0.3,0.3,0.4,0.5,0.7,0.9,0.9,1.1,1.0,0.6,0.6,0.5,065,"25 July, 2020"
2009,0.2,0.3,0.4,0.4,0.6,0.8,1.0,1.0,0.9,0.7,0.4,0.4,065,"25 July, 2020"
2010,0.3,0.2,0.4,0.5,0.7,0.8,1.0,0.9,0.9,0.6,0.7,0.5,065,"25 July, 2020"
2011,0.4,0.3,0.3,0.6,0.7,1.1,1.1,1.2,1.0,0.6,0.5,0.6,065,"25 July, 2020"
2012,0.3,0.3,0.5,0.5,0.8,0.9,1.1,1.2,0.9,0.6,0.6,0.4,065,"25 July, 2020"
2013,0.3,0.3,0.3,0.4,0.7,0.8,0.8,1.0,0.6,0.5,0.5,0.5,065,"25 July, 2020"
2014,0.3,0.3,0.4,0.4,0.6,0.7,0.9,0.9,0.7,0.6,0.5,0.4,065,"25 July, 2020"
2015,0.2,0.3,0.3,0.4,0.6,0.6,0.9,0.9,0.7,0.5,0.4,0.4,065,"25 July, 2020"
2016,0.2,0.2,0.3,0.5,0.6,0.7,0.9,1.0,0.8,0.6,0.6,0.5,065,"25 July, 2020"
2017,0.3,0.4,0.4,0.5,0.7,0.9,1.2,1.1,1.2,0.7,0.6,0.4,065,"25 July, 2020"
2018,0.3,0.3,0.4,0.4,0.6,1.0,1.2,1.2,0.9,0.7,0.6,0.5,065,"25 July, 2020"
2019,0.4,0.3,0.4,0.7,0.7,1.0,1.1,1.0,1.0,0.8,0.6,0.6,065,"25 July, 2020"
2020,0.5,0.3,0.4,0.2,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,065,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
