YEAR,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Aust,condition,updated
2001,0,0,1,0,0,0,0,0,1,044,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,044,"27 July, 2020"
1991,3,NN,2,0,34,0,100,3,142,023,"27 July, 2020"
1992,1,NN,1,3,18,0,78,9,110,023,"27 July, 2020"
1993,0,NN,3,5,21,1,43,6,79,023,"27 July, 2020"
1994,1,NN,0,3,20,3,70,3,100,023,"27 July, 2020"
1995,1,NN,0,15,6,2,143,3,170,023,"27 July, 2020"
1996,0,NN,0,14,2,1,66,5,88,023,"27 July, 2020"
1997,0,NN,0,NN,4,0,31,3,38,023,"27 July, 2020"
1998,2,NN,0,NN,0,2,50,1,55,023,"27 July, 2020"
1999,0,NN,0,NN,10,2,62,8,82,023,"27 July, 2020"
2000,0,NN,1,NN,6,6,84,6,103,023,"27 July, 2020"
2001,1,38,1,NN,15,0,71,9,135,023,"27 July, 2020"
2002,1,155,2,3,3,1,43,6,214,023,"27 July, 2020"
2003,1,87,2,2,1,0,102,4,199,023,"27 July, 2020"
2004,2,81,0,3,5,0,148,0,239,023,"27 July, 2020"
2005,2,121,0,2,1,0,35,4,165,023,"27 July, 2020"
2006,2,94,0,2,2,1,60,4,165,023,"27 July, 2020"
2007,0,35,0,2,2,1,50,3,93,023,"27 July, 2020"
2008,0,40,0,3,0,0,53,6,102,023,"27 July, 2020"
2009,0,20,0,0,3,0,38,2,63,023,"27 July, 2020"
2010,0,15,0,0,1,3,36,3,58,023,"27 July, 2020"
2011,0,21,0,1,0,1,59,7,89,023,"27 July, 2020"
2012,0,19,0,1,1,0,47,8,76,023,"27 July, 2020"
2013,0,8,0,1,0,0,34,4,47,023,"27 July, 2020"
2014,0,14,0,4,0,0,21,2,41,023,"27 July, 2020"
2015,0,2,0,1,1,0,11,1,16,023,"27 July, 2020"
2016,0,14,0,0,0,0,8,0,22,023,"27 July, 2020"
2017,0,4,0,1,1,0,12,3,21,023,"27 July, 2020"
2018,0,7,0,0,0,0,2,0,9,023,"27 July, 2020"
2019,0,11,0,1,1,0,9,0,22,023,"27 July, 2020"
2020,0,16,0,0,1,0,0,0,17,023,"27 July, 2020"
1991,0,21,0,0,2,2,9,2,36,080,"27 July, 2020"
1992,0,8,0,0,1,0,6,0,15,080,"27 July, 2020"
1993,0,9,0,0,1,1,4,6,21,080,"27 July, 2020"
1994,0,11,1,0,4,1,3,9,29,080,"27 July, 2020"
1995,1,12,0,2,2,1,8,7,33,080,"27 July, 2020"
1996,0,15,2,4,1,0,6,7,35,080,"27 July, 2020"
1997,0,5,0,2,2,1,10,2,22,080,"27 July, 2020"
1998,0,6,1,3,1,1,4,3,19,080,"27 July, 2020"
1999,1,6,2,2,4,0,4,2,21,080,"27 July, 2020"
2000,0,14,0,3,2,0,5,1,25,080,"27 July, 2020"
2001,0,13,1,1,1,0,9,6,31,080,"27 July, 2020"
2002,0,11,1,1,3,0,13,5,34,080,"27 July, 2020"
2003,0,20,1,7,1,0,11,0,40,080,"27 July, 2020"
2004,1,21,0,8,7,1,25,13,76,080,"27 July, 2020"
2005,0,24,1,1,7,0,11,4,48,080,"27 July, 2020"
2006,2,30,1,8,4,2,15,1,63,080,"27 July, 2020"
2007,1,21,2,5,4,0,22,3,58,080,"27 July, 2020"
2008,0,26,1,5,5,0,24,3,64,080,"27 July, 2020"
2009,4,24,3,6,2,0,17,5,61,080,"27 July, 2020"
2010,1,32,0,12,2,0,26,13,86,080,"27 July, 2020"
2011,0,25,0,7,1,0,27,9,69,080,"27 July, 2020"
2012,2,26,2,9,3,1,25,9,77,080,"27 July, 2020"
2013,2,33,1,6,6,0,16,10,74,080,"27 July, 2020"
2014,4,26,1,9,2,0,18,10,70,080,"27 July, 2020"
2015,4,18,1,6,9,0,27,11,76,080,"27 July, 2020"
2016,3,20,3,8,4,2,27,12,79,080,"27 July, 2020"
2017,2,21,2,7,6,0,26,4,68,080,"27 July, 2020"
2018,3,32,0,6,7,0,23,9,80,080,"27 July, 2020"
2019,0,39,0,15,13,1,40,9,117,080,"27 July, 2020"
2020,1,15,1,2,1,0,18,0,38,080,"27 July, 2020"
1991,1,48,0,131,38,2,77,45,342,024,"27 July, 2020"
1992,9,217,1,222,70,29,165,90,803,024,"27 July, 2020"
1993,48,1532,7,687,1326,56,601,259,4516,024,"27 July, 2020"
1994,19,1405,186,1922,761,34,482,660,5469,024,"27 July, 2020"
1995,33,1368,132,1347,456,110,414,339,4199,024,"27 July, 2020"
1996,40,1154,14,775,923,31,1398,226,4561,024,"27 July, 2020"
1997,106,4243,24,1900,1639,112,1570,1205,10799,024,"27 July, 2020"
1998,100,2307,24,1392,549,55,966,282,5675,024,"27 July, 2020"
1999,83,1411,2,963,228,635,941,96,4359,024,"27 July, 2020"
2000,209,3694,9,537,590,143,715,93,5990,024,"27 July, 2020"
2001,86,4435,150,1631,2012,104,868,227,9513,024,"27 July, 2020"
2002,55,2011,37,1853,473,41,868,231,5569,024,"27 July, 2020"
2003,357,2769,5,716,232,133,630,255,5097,024,"27 July, 2020"
2004,124,3563,27,1034,994,37,872,2086,8737,024,"27 July, 2020"
2005,315,5758,92,1773,1506,34,1154,514,11146,024,"27 July, 2020"
2006,260,3677,97,2171,2173,41,1073,266,9758,024,"27 July, 2020"
2007,97,1612,27,1535,376,25,1051,133,4856,024,"27 July, 2020"
2008,144,7528,478,2262,1481,198,1737,464,14292,024,"27 July, 2020"
2009,351,12421,216,6208,5381,622,4208,777,30184,024,"27 July, 2020"
2010,713,9340,328,8215,7404,280,7102,1451,34833,024,"27 July, 2020"
2011,829,13194,379,8985,2354,351,8669,3991,38752,024,"27 July, 2020"
2012,429,5836,298,7521,908,1277,4449,3375,24093,024,"27 July, 2020"
2013,238,2342,108,3813,813,522,2903,1637,12376,024,"27 July, 2020"
2014,233,3134,83,1400,505,68,4720,1749,11892,024,"27 July, 2020"
2015,487,12245,59,1865,1332,31,4688,1866,22573,024,"27 July, 2020"
2016,506,10831,224,2157,1960,30,2892,1520,20120,024,"27 July, 2020"
2017,254,5270,110,1343,1741,40,1970,1508,12236,024,"27 July, 2020"
2018,274,6352,68,1763,705,416,1693,1312,12583,024,"27 July, 2020"
2019,270,6333,36,1765,285,569,2219,548,12025,024,"27 July, 2020"
2020,46,1273,13,466,269,54,932,105,3158,024,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,025,"27 July, 2020"
2001,18,445,99,429,115,62,382,204,1754,065,"27 July, 2020"
2002,33,880,65,437,177,63,550,210,2415,065,"27 July, 2020"
2003,41,801,72,461,173,52,471,150,2221,065,"27 July, 2020"
2004,55,903,92,472,193,56,389,195,2355,065,"27 July, 2020"
2005,30,642,70,316,131,45,302,140,1676,065,"27 July, 2020"
2006,19,562,56,253,102,41,278,133,1444,065,"27 July, 2020"
2007,36,518,67,314,91,31,280,130,1467,065,"27 July, 2020"
2008,19,546,60,325,121,39,357,161,1628,065,"27 July, 2020"
2009,30,476,87,258,145,39,370,149,1554,065,"27 July, 2020"
2010,25,498,56,272,139,46,406,198,1640,065,"27 July, 2020"
2011,26,530,129,340,142,47,426,243,1883,065,"27 July, 2020"
2012,27,581,72,347,131,45,385,236,1824,065,"27 July, 2020"
2013,14,472,58,272,111,37,396,193,1553,065,"27 July, 2020"
2014,15,514,43,230,133,39,382,207,1563,065,"27 July, 2020"
2015,17,490,61,242,126,43,353,166,1498,065,"27 July, 2020"
2016,28,542,46,265,137,50,396,200,1664,065,"27 July, 2020"
2017,23,697,65,311,212,48,497,197,2050,065,"27 July, 2020"
2018,21,668,55,370,149,44,516,208,2031,065,"27 July, 2020"
2019,37,702,54,359,183,37,507,250,2129,065,"27 July, 2020"
2020,8,179,21,106,55,5,119,79,572,065,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2007,0,0,0,0,0,0,1,0,1,026,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,026,"27 July, 2020"
1991,1,167,0,278,30,0,32,4,512,027,"27 July, 2020"
1992,0,212,0,302,12,0,25,6,557,027,"27 July, 2020"
1993,0,403,0,405,15,0,20,25,868,027,"27 July, 2020"
1994,0,268,0,276,27,0,88,9,668,027,"27 July, 2020"
1995,1,200,0,176,8,0,60,4,449,027,"27 July, 2020"
1996,0,286,0,160,4,0,63,28,541,027,"27 July, 2020"
1997,0,258,0,242,8,0,15,15,538,027,"27 July, 2020"
1998,2,235,0,246,25,0,28,14,550,027,"27 July, 2020"
1999,0,164,0,292,10,0,29,20,515,027,"27 July, 2020"
2000,0,132,0,391,11,1,23,14,572,027,"27 July, 2020"
2001,2,142,0,443,17,1,58,19,682,027,"27 July, 2020"
2002,0,308,1,359,28,0,76,20,792,027,"27 July, 2020"
2003,1,287,1,223,15,1,13,19,560,027,"27 July, 2020"
2004,2,220,3,158,40,0,28,10,461,027,"27 July, 2020"
2005,0,142,2,157,17,0,29,6,353,027,"27 July, 2020"
2006,0,175,5,171,18,0,37,5,411,027,"27 July, 2020"
2007,0,205,2,177,25,0,31,7,447,027,"27 July, 2020"
2008,2,166,3,162,17,0,33,6,389,027,"27 July, 2020"
2009,0,141,3,130,10,0,31,2,317,027,"27 July, 2020"
2010,1,150,1,151,10,0,16,9,338,027,"27 July, 2020"
2011,1,151,1,164,8,0,25,9,359,027,"27 July, 2020"
2012,0,131,4,195,9,0,25,7,371,027,"27 July, 2020"
2013,0,181,1,243,17,0,41,8,491,027,"27 July, 2020"
2014,2,181,1,241,10,0,34,5,474,027,"27 July, 2020"
2015,0,264,1,254,13,0,61,12,605,027,"27 July, 2020"
2016,2,233,2,238,28,0,45,12,560,027,"27 July, 2020"
2017,0,210,0,214,21,3,21,9,478,027,"27 July, 2020"
2018,1,223,0,215,30,0,32,13,514,027,"27 July, 2020"
2019,2,244,2,235,13,8,56,7,567,027,"27 July, 2020"
2020,0,98,0,135,3,2,8,4,250,027,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,028,"27 July, 2020"
1993,4,598,264,2251,773,10,1216,154,5270,002,"27 July, 2020"
1994,1,331,312,2998,28,24,57,94,3845,002,"27 July, 2020"
1995,2,236,369,1642,21,28,32,298,2628,002,"27 July, 2020"
1996,1,1030,137,4880,56,76,148,1437,7765,002,"27 July, 2020"
1997,9,1599,218,2361,635,12,1044,711,6589,002,"27 July, 2020"
1998,6,579,127,1946,67,9,135,285,3154,002,"27 July, 2020"
1999,8,952,157,2303,40,67,223,620,4370,002,"27 July, 2020"
2000,16,747,145,1481,417,8,319,1063,4196,002,"27 July, 2020"
2001,9,717,225,1567,142,13,352,195,3220,002,"27 July, 2020"
2002,0,182,63,885,42,117,37,124,1450,002,"27 July, 2020"
2003,1,492,120,2513,33,4,15,659,3837,002,"27 July, 2020"
2004,6,698,233,2005,53,20,90,1092,4197,002,"27 July, 2020"
2005,4,579,209,1179,155,5,97,291,2519,002,"27 July, 2020"
2006,11,1220,279,2609,316,14,211,840,5500,002,"27 July, 2020"
2007,13,840,299,2136,211,8,95,545,4147,002,"27 July, 2020"
2008,21,1151,263,2843,195,77,233,824,5607,002,"27 July, 2020"
2009,4,907,431,2143,330,29,94,800,4738,002,"27 July, 2020"
2010,22,1087,336,2380,451,38,419,388,5121,002,"27 July, 2020"
2011,8,580,184,1216,980,7,1305,849,5129,002,"27 July, 2020"
2012,11,605,226,1943,221,18,280,1374,4678,002,"27 July, 2020"
2013,4,503,301,1792,170,8,168,1365,4311,002,"27 July, 2020"
2014,5,674,412,2344,75,18,212,1570,5310,002,"27 July, 2020"
2015,10,1616,360,6193,112,5,292,953,9541,002,"27 July, 2020"
2016,22,701,201,1628,159,8,543,473,3735,002,"27 July, 2020"
2017,12,1554,166,1851,457,49,1687,1154,6930,002,"27 July, 2020"
2018,6,574,123,1739,55,12,137,493,3139,002,"27 July, 2020"
2019,5,571,155,1648,44,14,144,384,2965,002,"27 July, 2020"
2020,1,1745,59,3015,25,3,30,181,5059,002,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1995,0,0,1,0,0,0,0,0,1,077,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1997,0,0,1,0,0,0,0,0,1,077,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
1999,0,0,7,0,0,0,0,0,7,077,"27 July, 2020"
2000,0,0,3,1,0,0,0,0,4,077,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,077,"27 July, 2020"
2004,0,0,1,7,0,0,0,0,8,077,"27 July, 2020"
2005,0,0,0,7,0,0,0,0,7,077,"27 July, 2020"
2006,0,0,1,2497,0,0,0,235,2733,077,"27 July, 2020"
2007,0,0,0,1190,0,0,0,738,1928,077,"27 July, 2020"
2008,0,0,0,1079,134,0,0,427,1640,077,"27 July, 2020"
2009,0,11,6,898,435,52,0,418,1820,077,"27 July, 2020"
2010,NN,1378,150,814,837,121,NN,618,3918,077,"27 July, 2020"
2011,NN,1062,158,1391,456,78,NN,187,3332,077,"27 July, 2020"
2012,NN,1759,20,950,621,98,NN,349,3797,077,"27 July, 2020"
2013,NN,492,294,1171,798,107,NN,346,3208,077,"27 July, 2020"
2014,NN,722,103,917,790,78,NN,412,3022,077,"27 July, 2020"
2015,NN,1045,183,1117,1137,54,NN,598,4134,077,"27 July, 2020"
2016,NN,760,48,1277,437,31,NN,180,2733,077,"27 July, 2020"
2017,NN,2316,325,2604,1366,135,NN,520,7266,077,"27 July, 2020"
2018,26,799,145,1039,495,37,NN,326,2867,077,"27 July, 2020"
2019,85,1808,80,2297,801,76,487,539,6173,077,"27 July, 2020"
2020,41,300,36,208,251,31,183,128,1178,077,"27 July, 2020"
1993,127,1184,18,1398,274,NN,530,503,4034,029,"27 July, 2020"
1994,49,229,45,2141,77,NN,220,724,3485,029,"27 July, 2020"
1995,174,2374,10,1066,85,169,1269,394,5541,029,"27 July, 2020"
1996,70,631,7,972,381,32,697,161,2951,029,"27 July, 2020"
1997,32,153,7,536,183,17,387,84,1399,029,"27 July, 2020"
1998,22,78,5,370,16,14,160,65,730,029,"27 July, 2020"
1999,17,45,3,157,4,7,117,21,371,029,"27 July, 2020"
2000,4,191,0,46,7,0,67,6,321,029,"27 July, 2020"
2001,1,58,0,134,5,2,60,3,263,029,"27 July, 2020"
2002,3,35,1,188,5,1,16,3,252,029,"27 July, 2020"
2003,0,23,0,25,1,1,1,3,54,029,"27 July, 2020"
2004,0,17,0,8,2,0,0,3,30,029,"27 July, 2020"
2005,0,10,0,7,0,0,6,6,29,029,"27 July, 2020"
2006,0,37,0,12,2,0,6,2,59,029,"27 July, 2020"
2007,2,8,0,14,1,0,7,3,35,029,"27 July, 2020"
2008,0,17,0,3,1,0,7,7,35,029,"27 July, 2020"
2009,0,7,0,6,3,0,6,5,27,029,"27 July, 2020"
2010,1,13,0,5,0,0,22,3,44,029,"27 July, 2020"
2011,2,17,0,10,3,0,11,15,58,029,"27 July, 2020"
2012,1,10,0,8,2,1,11,2,35,029,"27 July, 2020"
2013,1,12,0,6,2,0,3,1,25,029,"27 July, 2020"
2014,0,9,0,2,2,0,2,1,16,029,"27 July, 2020"
2015,1,7,0,4,2,1,0,2,17,029,"27 July, 2020"
2016,0,7,0,3,0,1,5,1,17,029,"27 July, 2020"
2017,0,5,0,3,0,0,0,2,10,029,"27 July, 2020"
2018,0,0,0,5,0,0,3,1,9,029,"27 July, 2020"
2019,0,9,0,4,0,0,8,1,22,029,"27 July, 2020"
2020,0,1,0,0,1,0,0,0,2,029,"27 July, 2020"
1991,0,1,0,0,0,0,0,0,1,046,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
1993,0,2,0,0,0,0,0,0,2,046,"27 July, 2020"
1994,0,4,0,0,0,0,0,0,4,046,"27 July, 2020"
1995,0,1,0,0,0,0,0,0,1,046,"27 July, 2020"
1996,0,5,0,0,0,0,0,0,5,046,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
1999,0,1,0,0,0,0,0,0,1,046,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2002,0,0,0,1,0,0,0,1,2,046,"27 July, 2020"
2003,0,1,0,2,0,0,0,0,3,046,"27 July, 2020"
2004,0,1,0,0,0,0,0,0,1,046,"27 July, 2020"
2005,0,0,0,0,0,0,1,0,1,046,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2007,0,1,0,0,0,0,0,0,1,046,"27 July, 2020"
2008,0,0,0,0,0,0,1,0,1,046,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2012,0,0,1,0,1,0,0,0,2,046,"27 July, 2020"
2013,0,0,0,0,0,0,1,0,1,046,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2015,0,0,0,1,0,0,0,0,1,046,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,046,"27 July, 2020"
1999,0,0,0,NN,42,0,4,NN,46,054,"27 July, 2020"
2000,0,1,0,NN,33,0,3,NN,37,054,"27 July, 2020"
2001,0,1,0,13,27,0,1,3,45,054,"27 July, 2020"
2002,0,6,0,5,39,0,5,4,59,054,"27 July, 2020"
2003,0,3,0,5,37,0,3,3,51,054,"27 July, 2020"
2004,0,5,0,10,30,0,4,0,49,054,"27 July, 2020"
2005,0,16,0,9,39,2,8,12,86,054,"27 July, 2020"
2006,0,10,2,12,35,0,4,3,66,054,"27 July, 2020"
2007,1,23,3,23,40,0,14,2,106,054,"27 July, 2020"
2008,0,19,0,29,39,0,11,0,98,054,"27 July, 2020"
2009,0,21,1,22,62,0,16,6,128,054,"27 July, 2020"
2010,0,10,0,17,33,0,12,8,80,054,"27 July, 2020"
2011,5,10,1,16,49,2,9,3,95,054,"27 July, 2020"
2012,6,13,2,27,45,7,11,1,112,054,"27 July, 2020"
2013,3,25,0,83,53,1,11,4,180,054,"27 July, 2020"
2014,0,30,0,28,45,0,10,2,115,054,"27 July, 2020"
2015,0,30,0,32,45,0,29,0,136,054,"27 July, 2020"
2016,0,70,2,24,176,2,33,34,341,054,"27 July, 2020"
2017,0,50,2,27,319,5,34,60,497,054,"27 July, 2020"
2018,0,57,4,25,316,5,62,93,562,054,"27 July, 2020"
2019,1,78,1,29,293,0,102,151,655,054,"27 July, 2020"
2020,0,49,1,12,133,0,64,70,329,054,"27 July, 2020"
1991,18,1123,482,1467,494,201,987,719,5491,030,"27 July, 2020"
1992,17,746,384,1428,352,129,723,659,4438,030,"27 July, 2020"
1993,43,932,395,1359,405,139,676,657,4606,030,"27 July, 2020"
1994,41,1055,460,1447,501,125,962,593,5184,030,"27 July, 2020"
1995,81,1260,365,1605,634,138,956,714,5753,030,"27 July, 2020"
1996,63,1207,424,2025,380,122,881,617,5719,030,"27 July, 2020"
1997,70,1693,339,1895,567,108,1681,583,6936,030,"27 July, 2020"
1998,74,1812,429,2832,520,116,1076,658,7517,030,"27 July, 2020"
1999,64,1433,354,2238,953,151,1090,708,6991,030,"27 July, 2020"
2000,103,1395,323,1825,447,131,1000,924,6148,030,"27 July, 2020"
2001,76,1635,387,2198,610,163,1083,833,6985,030,"27 July, 2020"
2002,95,2092,327,2673,517,166,1226,720,7816,030,"27 July, 2020"
2003,80,1829,359,2181,446,147,1291,614,6947,030,"27 July, 2020"
2004,100,2101,388,2791,527,119,1101,620,7747,030,"27 July, 2020"
2005,94,2120,396,2590,589,302,1450,797,8338,030,"27 July, 2020"
2006,131,1997,401,2687,570,189,1390,797,8162,030,"27 July, 2020"
2007,109,2469,522,2348,870,224,1854,982,9378,030,"27 July, 2020"
2008,132,2214,492,2030,653,205,1633,850,8209,030,"27 July, 2020"
2009,221,2686,488,2412,681,166,1630,1114,9398,030,"27 July, 2020"
2010,211,3709,573,2853,667,236,2263,1265,11777,030,"27 July, 2020"
2011,161,3441,403,2886,1059,195,2711,1310,12166,030,"27 July, 2020"
2012,238,2908,405,2764,843,277,2526,1159,11120,030,"27 July, 2020"
2013,279,3396,387,3163,975,248,2949,1268,12665,030,"27 July, 2020"
